기관명,주소,위도,경도,카테고리_대,카테고리_소
서울아산류마한의원,"서울특별시 송파구 올림픽로 362, 201호 (방이동)",37.51638146,127.1103811,병원,한의원
서울아산바로외과의원,"서울특별시 노원구 노해로 457, 은성빌딩 3층 301호 (상계동)",37.65418061,127.058747,병원,의원
서울아산샘내과의원,"서울특별시 송파구 오금로 505, 상호빌딩 4층 401호,402호 (거여동)",37.493271,127.1450364,병원,의원
서울아산신경과의원,"서울특별시 서초구 남부순환로350길 4, 7층 (양재동, 대진빌딩)",37.48433775,127.0351771,병원,의원
서울아산이비인후과의원,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 2층 227,228호 (고덕동)",37.5572346,127.1646847,병원,의원
서울아산이비인후과의원,"서울특별시 송파구 백제고분로 198, 3층 301호 (삼전동)",37.50393768,127.0885616,병원,의원
서울아산이비인후과의원,"서울특별시 은평구 불광로 25, 2,3층 (대조동)",37.61064968,126.9286947,병원,의원
서울아산이비인후과의원,"서울특별시 강북구 삼양로 502, 7층 (수유동)",37.64797015,127.0146697,병원,의원
서울아산이비인후과의원,"서울특별시 광진구 광나루로 614, 만택빌딩 7층 (구의동)",37.54079147,127.0958339,병원,의원
서울아산재활의학과의원,"서울특별시 동대문구 장한로 170, 4층 (장안동)",37.57544632,127.0722733,병원,의원
서울아산탑내과의원,"서울특별시 송파구 마천로 25, 민성빌딩 2층 (방이동)",37.50968278,127.1239079,병원,의원
서울아산플러스비뇨의학과의원,"서울특별시 강남구 논현로86길 20, 역삼봉강빌딩 3층 4층 (역삼동)",37.49986904,127.0391763,병원,의원
서울아이나여성의원,"서울특별시 도봉구 마들로13길 61, 씨드큐브 창동 4층 401-1~5호 (창동)",37.65453993,127.0499263,병원,의원
서울아이비치과의원,"서울특별시 중구 청계천로 222, 2층 (방산동)",37.5693334,127.0024063,병원,치과의원
서울아이사랑치과의원,"서울특별시 영등포구 신길로 147, 3층 (신길동)",37.50542076,126.9105101,병원,치과의원
서울아이성형외과의원,"서울특별시 서초구 강남대로 415, 대동빌딩 3층 (서초동)",37.4995604,127.0263398,병원,의원
서울자연치과의원,"서울특별시 양천구 공항대로 626, 2층 (목동)",37.54158425,126.9724128,병원,치과의원
서울장안정형외과의원,"서울특별시 동대문구 장한로 3, 2층, 3층 (장안동)",37.56213555,127.0645738,병원,의원
서울아이센터안과의원,"서울특별시 성북구 동소문로 118, 지상2층 (동선동1가)",37.59331667,127.0181,병원,의원
서울아이안과의원,"서울특별시 강남구 선릉로 323, 2층 6층 (역삼동)",37.49836177,127.0515674,병원,의원
서울아이앤여성의원,"서울특별시 강동구 천호대로 1053, 이안 강동 컴홈스테이 1차 4-5층 (천호동)",37.53774794,127.1290889,병원,의원
선릉척튼튼의원,"서울특별시 강남구 테헤란로 339, 3,4층 (역삼동)",37.50481107,127.0485972,병원,의원
서울아이정신과의원,"서울특별시 노원구 노해로 492, 401호 (상계동, 프린스빌딩)",37.65447844,127.0626634,병원,의원
서울아이치과의원,"서울특별시 서대문구 응암로 60, 2~3층 201,301호 (북가좌동, 경원빌딩)",37.5784778,126.9105437,병원,치과의원
서울아인치과의원,"서울특별시 노원구 노해로 456, 301,302호 (상계동, 동방빌딩)",37.65358575,127.0588006,병원,치과의원
서울아크로치과의원,"서울특별시 영등포구 국회대로54길 10, 13동 3층 (영등포동7가, 아크로타워 스퀘어)",37.52365824,126.9064318,병원,치과의원
서울아트라인의원,서울특별시 강남구 압구정로 449 4층  (청담동),37.52624985,127.0465211,병원,의원
서울아트치과의원,"서울특별시 성북구 북악산로 851, 3층 301호 (정릉동, 정릉2차e-편한세상아파트상가)",37.60024613,127.0184991,병원,치과의원
서울아트치과의원,"서울특별시 서초구 강남대로53길 12, 솔라티움시티 강남 3층 308호 (서초동)",37.49439318,127.0277051,병원,치과의원
서울아트피부과의원,"서울특별시 동대문구 휘경로 6, 사이버한국외국어대학교 제2교사 4층 (이문동)",37.59605576,127.0607499,병원,의원
서울안강병원,"서울특별시 서초구 효령로 331, GL(지엘)빌딩 지하1~3층,2~8층 (서초동)",37.48640301,127.0203545,병원,병원
서울안과의원,"서울특별시 노원구 동일로 1401 303호(상계동, 상아빌딩)",37.65357414,127.0603826,병원,의원
서울안과의원,"서울특별시 중랑구 면목로39길 8, 4층 (면목동, 한설빌딩)",37.57970833,127.087125,병원,의원
서울안과의원,서울특별시 양천구 목동로 223 (신정동),37.52832892,126.8637258,병원,의원
서울안과의원,"서울특별시 금천구 시흥대로 399, 416호 (독산동, 시티렉스)",37.46937093,126.8974501,병원,의원
서울안과의원,"서울특별시 송파구 양산로 42, 3층 (거여동)",37.49263383,127.144484,병원,의원
서울유로치과의원,"서울특별시 강남구 도산대로61길 27, 4층 (청담동)",37.52567323,127.0431336,병원,치과의원
서울안과의원,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 702호 (개봉동)",37.49399604,126.8582558,병원,의원
성모치과의원,"서울특별시 강북구 노해로 38, 303호 (수유동, 두온오피스텔 )",37.63892292,127.0231268,병원,치과의원
서울안과의원,"서울특별시 동작구 장승배기로 76, 2층 (상도동)",37.50438056,126.9393389,병원,의원
서울안과의원,"서울특별시 동대문구 천호대로 295, 3층 3호, 6-1호 (답십리동)",37.56646111,127.0537972,병원,의원
서울안과의원,"서울특별시 서대문구 통일로 464, 3층 (홍제동)",37.58981126,126.9432744,병원,의원
서울안과의원,"서울특별시 중구 퇴계로 436-1, 3층 (신당동)",37.56551915,127.0201161,병원,의원
서울안과의원,"서울특별시 마포구 양화로 166, 3층 (동교동)",37.55674486,126.924168,병원,의원
서울안내과의원,"서울특별시 마포구 월드컵로 75, 3층 (망원동)",37.5556322,126.9101537,병원,의원
서울안마취통증의학과의원,"서울특별시 송파구 송파대로 438, 3층 (송파동)",37.50592588,127.1070184,병원,의원
서울안심내과의원,"서울특별시 강서구 강서로 193, 2층 (화곡동)",37.54335256,126.838306,병원,의원
서울안심치과의원,"서울특별시 노원구 노해로 482, 3층 (상계동, 덕영빌딩)",37.65427262,127.0617158,병원,치과의원
서울안심치과의원,"서울특별시 서대문구 수색로 40, 3층 (남가좌동)",37.5700044,126.9143428,병원,치과의원
서울안아프게치과의원,"서울특별시 강동구 올림픽로78길 60, 2동 207~209호 (천호동)",37.54097344,127.1284993,병원,치과의원
서울안치과의원,"서울특별시 동작구 동작대로 7, 5층 (사당동, 신광빌딩)",37.47717803,126.9811221,병원,치과의원
서울안치과의원,"서울특별시 관악구 신림로 108, 2층 (신림동)",37.4711305,126.937598,병원,치과의원
서울알파정신건강의학과의원,"서울특별시 강남구 논현로 511, 에이치에스빌딩 6층 (역삼동)",37.50223052,127.0359594,병원,의원
서울알파정신건강의학과의원,"서울특별시 성동구 아차산로 113, 삼진빌딩 4층 (성수동2가)",37.5446931,127.0569339,병원,의원
서울앞선치과의원,"서울특별시 광진구 용마산로 54, 2층 (중곡동)",37.55845553,127.0879754,병원,치과의원
서울애플민트치과의원,"서울특별시 마포구 양화로 157, 202호 (동교동, 파라다이스텔)",37.5566883,126.92295,병원,치과의원
서울앤연세이비인후과의원,"서울특별시 영등포구 당산로45길 1, 201호 (당산동5가, 삼성쉐르빌상가)",37.53323284,126.9005094,병원,의원
서울앤치과의원,"서울특별시 용산구 우사단로 47, 3층 (이태원동)",37.53435226,126.9954924,병원,치과의원
서울앤치과의원,"서울특별시 영등포구 국제금융로2길 32, 지하1층 (여의도동, 동양증권빌딩)",37.52386556,126.9241425,병원,치과의원
서울앤플란트치과의원,"서울특별시 동대문구 회기로 188, 3층 (휘경동)",37.58976663,127.0568191,병원,치과의원
서울앤플란트치과의원,"서울특별시 마포구 월드컵북로 347, 5층 (상암동, 상암메디컬빌딩)",37.57635843,126.8931763,병원,치과의원
서울약촌한의원,"서울특별시 송파구 백제고분로41길 25, 2층 (송파동)",37.50801629,127.1069309,병원,한의원
서울양치과의원,"서울특별시 서초구 남부순환로350길 4, 4층 (양재동, 대진빌딩)",37.48433811,127.0351785,병원,치과의원
서울어린이치과의원,"서울특별시 은평구 통일로 855-8, 10층 (갈현동)",37.619112,126.9202127,병원,치과의원
서울언제나치과의원,"서울특별시 종로구 종로58길 44, 201~206호 (숭인동, 청계 로벤하임)",37.57149024,127.0183549,병원,치과의원
서울에셀치과의원,"서울특별시 중랑구 용마산로 498, 2층 (망우동)",37.59550897,127.1003344,병원,치과의원
서울에스(S)가정의학과의원,"서울특별시 동작구 동작대로 121, 경원빌딩 4층 (사당동)",37.48747989,126.9818602,병원,의원
서울에스(S)의원,"서울특별시 서초구 서초대로 307, 가동 401호 (서초동, 장안빌딩)",37.49440447,127.0151303,병원,의원
서울에스마취통증의학과의원,"서울특별시 금천구 가산디지털1로 168, 우림라이온스밸리 A동 402호 (가산동)",37.4807081,126.8821401,병원,의원
서울에스마취통증의학과의원,"서울특별시 서초구 동작대로 114, 5층 (방배동, (재)원불교 유문빌딩)",37.48676362,126.9826777,병원,의원
서울에스바른치과의원,"서울특별시 송파구 올림픽로35길 123, 향군타워 202호 (신천동)",37.50136206,127.0255135,병원,치과의원
서울에스수치과의원,서울특별시 송파구 올림픽로 119 잠실파인애플상가 4층 (잠실동),37.5120856,127.0841884,병원,치과의원
서울에스아이씨치과의원,"서울특별시 강남구 영동대로 513, 지하2층 K207호 (삼성동)",37.51266167,127.0588356,병원,치과의원
서울에스앤유비뇨의학과의원,"서울특별시 마포구 양화로 72, 2층 205,206호 (서교동)",37.55116216,126.9166498,병원,의원
서울에스엔유(SNU)치과의원,"서울특별시 동작구 동작대로 65, 5층 (사당동)",37.48237213,126.9815899,병원,치과의원
서울에스와이피부과의원,"서울특별시 강남구 논현로171길 11, 5층 501호 (신사동)",37.52546016,127.0274067,병원,의원
서울에스유외과의원,"서울특별시 강남구 강남대로 518, 8층 (논현동)",37.50843752,127.0230825,병원,의원
서울에스이비인후과의원,"서울특별시 영등포구 영중로2길 1, 6층 (영등포동3가)",37.51688471,126.9068113,병원,의원
서울에스정형외과의원,"서울특별시 노원구 덕릉로 669, 세양빌딩 2층 (중계동)",37.65737983,127.0746547,병원,의원
서울에스치과의원,"서울특별시 광진구 용마산로 5, 4층 (중곡동)",37.55428368,127.0882874,병원,치과의원
서울에스치과의원,"서울특별시 은평구 진관2로 15-46, 403호 (진관동, 메트로프라자)",37.63865237,126.9190815,병원,치과의원
서울에스치과의원,"서울특별시 마포구 월드컵로13길 8, 3층 (망원동)",37.55583726,126.9096736,병원,치과의원
서울에스치과의원,"서울특별시 동작구 국사봉1길 4, 2층 (상도동)",37.49877372,126.9288542,병원,치과의원
서울에스치과의원,"서울특별시 성북구 숭인로 50, 상가동 2층 2305,2306,2307호 (길음동, 래미안길음센터피스)",37.61198577,127.0287859,병원,치과의원
서울에스치과의원,"서울특별시 강남구 삼성로 155, 대치퍼스트빌딩 302호 (대치동)",37.4938805,127.0629541,병원,치과의원
서울에스치과의원,"서울특별시 강서구 화곡로 347, 2층 (화곡동, 그랜드아이파크)",37.55483392,126.8512915,병원,치과의원
서울에스타운치과의원,"서울특별시 강남구 강남대로 342, 역삼빌딩 2층일부 (역삼동)",37.49368437,127.0302195,병원,치과의원
서울에스티(ST)셀의원,"서울특별시 구로구 가마산로 215, 용평빌딩 3-6층 (구로동)",37.49370038,126.8849066,병원,의원
서울에이블이비인후과의원,"서울특별시 양천구 오목로 197, 이스트만빌딩 3, 4층 (신정동)",37.52561735,126.859412,병원,의원
서울에이스내과의원,"서울특별시 동작구 상도로 379, 2~3층 (상도동)",37.49527849,126.9549727,병원,의원
서울에이스마취통증의학과의원,"서울특별시 중구 만리재로 175, 300호 (만리동2가, 서울역센트럴자이)",37.55186362,126.9624792,병원,의원
서울에이스요양병원,서울특별시 동대문구 고산자로 379 (용두동),37.57364767,127.0377202,병원,요양병원
성신당한의원,"서울특별시 노원구 동일로 1630, 3층 (상계동, 주영빌딩)",37.67396379,127.0558105,병원,한의원
